image no,Energy(x1),Contrast(x2),Correlation(X3),Variance(x4),Inverse difference moment(x5),Sum average(x6),Sum variance(x7),Sum entropy(x8),Entropy (x9),Difference Variance(x10),Difference Entropy(x11),Information measure of correlation-1(x12),Information measure of correlation-2 (x13),Maximal Correlation Coefficient (X14),Label
211,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
212,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
213,0.961090359,0.004583,0.866570172,0.606198375,0.9977085,2.0349587,3.777856874,0.10785087,0.160178916,0.25,0.029253778,-0.739182593,0.631195224,0.866570172,1
214,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
215,0.993910639,0.000763026,0.856760323,0.569176477,0.999618487,2.005341182,3.941782749,0.0224413,0.033138978,0.25,0.006239902,-0.757796637,0.318141479,0.856760323,1
216,0.980961968,0.001295238,0.927006105,0.584880952,0.999352381,2.017904762,3.875603085,0.05795339,0.084904307,0.25,0.009906516,-0.848992527,0.505483634,0.927006105,1
217,0.966609287,0.001763668,0.944240917,0.602683582,0.999118166,2.032146865,3.827217168,0.091600415,0.133915133,0.25,0.012944404,-0.872636714,0.614983607,0.944240917,1
218,0.972139076,0.002096861,0.91862682,0.595136634,0.998951569,2.026109307,3.8366622,0.080030649,0.117556683,0.25,0.015026664,-0.829388375,0.575164307,0.91862682,1
219,0.971876068,0.002132992,0.91794761,0.595428065,0.998933504,2.026342452,3.83543517,0.080686474,0.118538969,0.25,0.015249106,-0.828087211,0.576850346,0.91794761,1
220,0.976163066,0.001687289,0.923832991,0.590504312,0.999156355,2.02240345,3.854178467,0.070081557,0.102793604,0.25,0.012458585,-0.840566999,0.546415513,0.923832991,1
221,0.96086269,0.002183645,0.940916205,0.609584835,0.998908178,2.037667868,3.808339737,0.104637471,0.153143605,0.25,0.015559924,-0.864277039,0.645665748,0.940916205,1
222,0.973414612,0.002880184,0.878542416,0.59250192,0.998559908,2.024001536,3.830470484,0.078256519,0.115780477,0.25,0.019724826,-0.765440144,0.559286045,0.878542416,1
223,0.991709092,0.00103981,0.856621053,0.571598336,0.999480095,2.007278669,3.925895122,0.029292175,0.043299485,0.25,0.008181429,-0.753152559,0.360128454,0.856621053,1
224,0.972629382,0.002742392,0.888682406,0.593683652,0.998628804,2.024946921,3.829765962,0.079892459,0.118002847,0.25,0.018915793,-0.780675972,0.566553588,0.888682406,1
225,0.967736594,0.002008032,0.933639407,0.600914528,0.998995984,2.030731622,3.826324468,0.089645924,0.131339762,0.25,0.014477099,-0.853555263,0.60630937,0.933639407,1
226,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
227,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
228,0.982604084,0.001340996,0.916483794,0.582734674,0.999329502,2.016187739,3.880979253,0.053993352,0.079236938,0.25,0.010209905,-0.832579778,0.487606656,0.916483794,1
229,0.991274548,0.000812568,0.897319368,0.572431383,0.999593716,2.007945107,3.926287545,0.030251241,0.044455884,0.25,0.00659391,-0.811459101,0.372774166,0.897319368,1
230,0.97896396,0.001592357,0.918114845,0.587048832,0.999203822,2.019639066,3.86456501,0.06329939,0.092914073,0.25,0.01184991,-0.832655185,0.522179863,0.918114845,1
231,0.971519688,0.002194357,0.916535065,0.59580721,0.998902821,2.026645768,3.833614413,0.081593781,0.119909301,0.25,0.01562551,-0.825491172,0.579024037,0.916535065,1
232,0.978579676,0.001701702,0.913713454,0.5873999,0.999149149,2.01991992,3.861794025,0.064401398,0.094613279,0.25,0.012550518,-0.825082288,0.524768284,0.913713454,1
233,0.994714917,0.000662032,0.856811072,0.568292784,0.999668984,2.004634227,3.947963304,0.019847498,0.02929592,0.25,0.00550802,-0.759791119,0.300267353,0.856811072,1
234,0.966764779,0.002119767,0.931883985,0.602024819,0.998940117,2.031619855,3.822359197,0.091970642,0.134805357,0.25,0.015167755,-0.84996853,0.611796075,0.931883985,1
235,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
236,0.971027425,0.003128055,0.879012229,0.595246823,0.998435973,2.026197458,3.820448572,0.084067695,0.124412102,0.25,0.021163725,-0.764505668,0.575803363,0.879012229,1
237,0.904261166,0.009293858,0.892595479,0.675798841,0.995353071,2.090639073,3.654014873,0.222419057,0.330176728,0.25,0.052730937,-0.759534723,0.809422099,0.892595479,1
238,0.958843485,0.003546798,0.905726171,0.610447455,0.998226601,2.038357964,3.785440083,0.111250731,0.164047676,0.25,0.023550507,-0.800870315,0.649188312,0.905726171,1
239,0.965053705,0.002941717,0.908109332,0.603178434,0.998529141,2.032542747,3.807075946,0.097086418,0.143007812,0.25,0.020083955,-0.807863868,0.617345813,0.908109332,1
240,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
241,0.957623465,0.001915948,0.95265085,0.614147299,0.999042026,2.041317839,3.806150952,0.110738033,0.16167716,0.25,0.013903239,-0.885940696,0.663611417,0.95265085,1
242,0.961778427,0.001906495,0.947506535,0.60875417,0.999046752,2.037003336,3.814394415,0.102148436,0.149275538,0.25,0.013844081,-0.877147328,0.64221289,0.947506535,1
243,0.934357718,0.005225831,0.913542266,0.640487522,0.997387085,2.062390018,3.726019871,0.162295762,0.239369121,0.25,0.032669405,-0.80524411,0.742495336,0.913542266,1
244,0.946844996,0.003230838,0.935298621,0.626559715,0.998384581,2.051247772,3.768913152,0.134929745,0.197893312,0.25,0.021754512,-0.849102806,0.705204369,0.935298621,1
245,0.946710351,0.004769076,0.901756273,0.624728079,0.997615462,2.049782463,3.74805933,0.137783045,0.203547992,0.25,0.030251273,-0.789022521,0.699634792,0.901756273,1
246,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
247,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
248,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
249,0.991347864,0.001085271,0.856598152,0.571996124,0.999457364,2.007596899,3.923411004,0.030386695,0.044924006,0.25,0.008492663,-0.752476097,0.366263222,0.856598152,1
250,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
251,0.993466242,0.000818857,0.856732252,0.569665,0.999590571,2.005732,3.9384619,0.023851677,0.035229554,0.25,0.006638631,-0.75677389,0.327354297,0.856732252,1
252,0.972489857,0.002721088,0.890263023,0.593889699,0.998639456,2.025111759,3.829615078,0.08018419,0.118402421,0.25,0.018790099,-0.783078453,0.567795961,0.890263023,1
253,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
254,0.956299638,0.002597403,0.936817777,0.614989177,0.998701299,2.041991342,3.793446903,0.114862676,0.168309216,0.25,0.018056996,-0.855000709,0.666747276,0.936817777,1
255,0.986773171,0.001526052,0.869602827,0.5772155,0.999236974,2.0117724,3.895806541,0.04354315,0.064345538,0.25,0.011421442,-0.764357418,0.433630194,0.869602827,1
256,0.99301517,0.000875547,0.856703738,0.570161038,0.999562226,2.006128831,3.935153728,0.025268114,0.037329731,0.25,0.007039595,-0.755784795,0.336286931,0.856703738,1
257,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
258,0.958808536,0.002613098,0.93227718,0.611699739,0.998693451,2.039359791,3.797986255,0.109740926,0.160935788,0.25,0.018150347,-0.847490599,0.654191533,0.93227718,1
259,0.993348591,0.000751491,0.872639012,0.569897492,0.999624254,2.005917994,3.938541738,0.024127827,0.035560587,0.25,0.006157024,-0.778833591,0.331591236,0.872639012,1
260,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
261,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
262,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
263,0.970315244,0.002116756,0.923229403,0.597454323,0.998941622,2.027963458,3.831395541,0.08416117,0.123535658,0.25,0.015149222,-0.836342488,0.588216635,0.923229403,1
264,0.947251121,0.004033845,0.917222721,0.624975403,0.997983078,2.049980323,3.758412522,0.135565594,0.199613655,0.25,0.026264428,-0.816114555,0.700397163,0.917222721,1
265,0.909076598,0.007303293,0.912716714,0.671877153,0.996348353,2.087501722,3.680687156,0.211163918,0.311948431,0.25,0.043204599,-0.796648571,0.80340481,0.912716714,1
266,0.992464206,0.00052597,0.924969732,0.571293557,0.999737015,2.007034845,3.936467944,0.026385025,0.038591514,0.25,0.004497043,-0.856109826,0.355301187,0.924969732,1
267,0.96638331,0.002102102,0.933306841,0.60254004,0.998948949,2.032032032,3.821699909,0.092763098,0.135930964,0.25,0.015058967,-0.852372301,0.614293266,0.933306841,1
268,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
269,0.95955599,0.00312989,0.916142495,0.610059664,0.998435055,2.038047731,3.792369817,0.109096753,0.160523235,0.25,0.021174306,-0.819023786,0.647612577,0.916142495,1
270,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
271,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
272,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
273,0.985036655,0.001069519,0.923028352,0.579991087,0.999465241,2.01399287,3.894216738,0.047397762,0.069450035,0.25,0.008385039,-0.845327523,0.462422322,0.923028352,1
274,0.977501792,0.0014174,0.932769906,0.589137341,0.9992913,2.021309873,3.862212914,0.066453183,0.097289077,0.25,0.010713023,-0.856825946,0.537146804,0.932769906,1
275,0.982419682,0.001328727,0.918249067,0.582984542,0.999335636,2.016387634,3.880453031,0.054430691,0.079855616,0.25,0.010128713,-0.835346714,0.489763843,0.918249067,1
276,0.965941414,0.003173289,0.897289157,0.601734961,0.998413355,2.031387969,3.806285231,0.095498564,0.140948595,0.25,0.021424139,-0.790423148,0.610377724,0.897289157,1
277,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
278,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
279,0.953761374,0.003566066,0.916456766,0.617046734,0.998216967,2.043637387,3.775399298,0.121764652,0.179235326,0.25,0.023659091,-0.817191695,0.674199466,0.916456766,1
280,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
281,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
282,0.95098402,0.003367003,0.926259741,0.620941558,0.998316498,2.046753247,3.773346937,0.127015423,0.186611524,0.25,0.022532144,-0.833685576,0.687538926,0.926259741,1
283,0.991619291,0.00105111,0.856615361,0.571697215,0.999474445,2.007357772,3.925274653,0.029564972,0.043704349,0.25,0.008258975,-0.752982514,0.361670491,0.856615361,1
284,0.968254766,0.002717622,0.906401848,0.599336518,0.998641189,2.029469214,3.817955197,0.089726235,0.132165217,0.25,0.018769632,-0.806689038,0.59825226,0.906401848,1
285,0.953695746,0.002621979,0.939985579,0.618359553,0.99868901,2.044687642,3.788488839,0.120179259,0.176004,0.25,0.018203125,-0.860118708,0.678804037,0.939985579,1
286,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
287,0.934019532,0.004246285,0.931236725,0.642233223,0.997876858,2.063786578,3.738930627,0.161242891,0.236870603,0.25,0.027429235,-0.837727312,0.746624619,0.931236725,1
288,0.968034056,0.003030833,0.89528739,0.599219706,0.998484584,2.029375765,3.813403994,0.09067872,0.133852573,0.25,0.020601786,-0.788353529,0.597643244,0.89528739,1
289,0.987253686,0.001601464,0.856337612,0.576512812,0.999199268,2.011210249,3.897141115,0.042340586,0.062686018,0.25,0.011908545,-0.745896381,0.425698489,0.856337612,1
290,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
291,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
292,0.987381659,0.00149214,0.865916399,0.576488809,0.99925393,2.011191047,3.898975099,0.041873809,0.061903277,0.25,0.01120119,-0.759775949,0.425422389,0.865916399,1
293,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
294,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
295,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
296,0.953741572,0.00420052,0.900167217,0.616250069,0.99789974,2.043000055,3.767154952,0.122790596,0.181349904,0.25,0.027179226,-0.789240251,0.671348931,0.900167217,1
297,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
298,0.992720811,0.000834376,0.870549201,0.57058302,0.999582812,2.006466416,3.933926176,0.026095357,0.038482018,0.25,0.006748777,-0.7746425,0.34358276,0.870549201,1
299,0.964674691,0.002475152,0.924667322,0.604268187,0.998762424,2.033414549,3.812440794,0.097128574,0.142602063,0.25,0.017326595,-0.836190402,0.622453302,0.924667322,1
300,0.989382718,0.001155247,0.87792429,0.574385719,0.999422376,2.009508575,3.912460629,0.036011897,0.053109433,0.25,0.008968028,-0.779917531,0.399752233,0.87792429,1
301,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
302,0.984859967,0.001724634,0.871472244,0.579387037,0.999137683,2.013509629,3.885141146,0.048813971,0.072148307,0.25,0.012696541,-0.764868721,0.456469317,0.871472244,1
303,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
304,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
305,0.977117674,0.00217803,0.894827071,0.588660038,0.998910985,2.02092803,3.850768439,0.068614431,0.101167729,0.25,0.015525533,-0.79352249,0.533815392,0.894827071,1
306,0.991124586,0.000989749,0.874503158,0.57239749,0.999505125,2.007917992,3.923319016,0.030916355,0.04559262,0.25,0.007836401,-0.777535622,0.372274416,0.874503158,1
307,0.960394764,0.003586801,0.900453201,0.608381157,0.9982066,2.036704926,3.788213456,0.108042784,0.15945959,0.25,0.023775822,-0.792772117,0.640642482,0.900453201,1
308,0.988755953,0.00141186,0.856433422,0.574853772,0.99929407,2.009883017,3.906415547,0.038041481,0.056294115,0.25,0.010676682,-0.748116032,0.405735452,0.856433422,1
309,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
310,0.978593322,0.002699055,0.855780459,0.586116734,0.998650472,2.018893387,3.849694573,0.065700152,0.097484339,0.25,0.018659926,-0.735650141,0.515155782,0.855780459,1
311,0.990045342,0.001041233,0.883197972,0.573693253,0.999479384,2.008954602,3.917132046,0.034025677,0.050129908,0.25,0.008191201,-0.788605151,0.390581327,0.883197972,1
312,0.976428325,0.002227792,0.895648147,0.589477165,0.998886104,2.021581732,3.847892163,0.070320022,0.103678139,0.25,0.015829863,-0.79432304,0.539488057,0.895648147,1
313,0.958303778,0.003757456,0.900996821,0.610877249,0.998121272,2.038701799,3.781643653,0.112696778,0.166344539,0.25,0.024732073,-0.792683213,0.650919992,0.900996821,1
314,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
315,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
316,0.983863797,0.001830245,0.872094108,0.580516472,0.999084878,2.014413178,3.879761887,0.051513915,0.076149114,0.25,0.013365161,-0.764711748,0.467472541,0.872094108,1
317,0.971057465,0.00251598,0.9048163,0.595989732,0.99874201,2.026791786,3.828094059,0.083149775,0.122475747,0.25,0.017571186,-0.80565395,0.580062583,0.9048163,1
318,0.965483269,0.002429543,0.924296999,0.603281619,0.998785228,2.032625295,3.814957586,0.095307317,0.139928936,0.25,0.017052566,-0.835899394,0.617834952,0.924296999,1
319,0.966939094,0.001997802,0.935693941,0.601956598,0.999001099,2.031565278,3.824533972,0.091359726,0.133802026,0.25,0.014413561,-0.856941673,0.61146313,0.935693941,1
320,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
321,0.971173036,0.002293817,0.913566137,0.596125274,0.998853091,2.026900219,3.831323876,0.082538916,0.121372302,0.25,0.016231945,-0.820281276,0.580830536,0.913566137,1
322,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
323,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
324,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
325,0.969525165,0.002746567,0.900973989,0.597664378,0.998626717,2.028131502,3.820943149,0.086941637,0.128176836,0.25,0.018940404,-0.798459173,0.589360706,0.900973989,1
326,0.948909016,0.004414221,0.905469474,0.622300764,0.99779289,2.047840611,3.756056155,0.132879024,0.19611813,0.25,0.028342448,-0.796225441,0.691974784,0.905469474,1
327,0.982210052,0.001441441,0.911841595,0.583108108,0.999279279,2.016486486,3.878148503,0.055137773,0.080988433,0.25,0.010870473,-0.824683779,0.490822891,0.911841595,1
328,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
329,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
330,0.982065286,0.001649455,0.898731763,0.583028543,0.999175273,2.016422834,3.874897051,0.055818196,0.08217809,0.25,0.012216664,-0.803599099,0.49014154,0.898731763,1
331,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
332,0.99428009,0.000716626,0.856783643,0.568770475,0.999641687,2.00501638,3.944593309,0.021256733,0.031383609,0.25,0.005905425,-0.758687956,0.310136855,0.856783643,1
333,0.985855173,0.001383399,0.891611521,0.578557312,0.9993083,2.01284585,3.893491136,0.045780052,0.067430054,0.25,0.010489652,-0.79614548,0.448020736,0.891611521,1
334,0.972359523,0.001795937,0.930518688,0.595238429,0.999102032,2.026190743,3.841460942,0.078997546,0.115765305,0.25,0.013148645,-0.850135005,0.575754749,0.930518688,1
335,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
336,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
337,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
338,0.992272005,0.000968992,0.856656712,0.570978682,0.999515504,2.006782946,3.929830261,0.02757114,0.04074574,0.25,0.007692606,-0.754248733,0.3501914,0.856656712,1
339,0.99041166,0.000875219,0.899560467,0.573440235,0.999562391,2.008752188,3.921051148,0.032771775,0.048154897,0.25,0.007037283,-0.813662331,0.387129252,0.899560467,1
340,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
341,0.955685699,0.002923977,0.929370625,0.615366541,0.998538012,2.042293233,3.787661672,0.116731523,0.171331966,0.25,0.019980548,-0.841027815,0.668136259,0.929370625,1
342,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
343,0.991543836,0.001060606,0.856610578,0.571780303,0.999469697,2.007424242,3.924754808,0.02979383,0.044044017,0.25,0.008324044,-0.752840607,0.362957421,0.856610578,1
344,0.980556863,0.001380262,0.923593741,0.585288705,0.999309869,2.018230964,3.8729793,0.059090846,0.086630332,0.25,0.010469001,-0.842932611,0.508722164,0.923593741,1
345,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
346,0.961133401,0.002006689,0.945564984,0.609462096,0.998996656,2.037569677,3.811544363,0.103707433,0.151624888,0.25,0.01446876,-0.873199392,0.645159354,0.945564984,1
347,0.957333784,0.002829355,0.928990739,0.613339965,0.998585323,2.040671972,3.792070781,0.113183865,0.166119155,0.25,0.019427171,-0.840944567,0.660555013,0.928990739,1
348,0.959237912,0.004778973,0.867272714,0.608348268,0.997610514,2.036678614,3.771411688,0.112054299,0.166439155,0.25,0.030304117,-0.739210602,0.640503414,0.867272714,1
349,0.967544426,0.001668231,0.945819299,0.601599155,0.999165885,2.031279324,3.830887181,0.08937944,0.130615506,0.25,0.012336828,-0.875968456,0.609709811,0.945819299,1
350,0.985082032,0.001429739,0.894017085,0.579478145,0.999285131,2.013582516,3.889643509,0.047852957,0.070466963,0.25,0.010793881,-0.799044056,0.457377571,0.894017085,1
351,0.995346075,0.000582823,0.85685085,0.567599704,0.999708588,2.004079764,3.952985401,0.017770286,0.026219927,0.25,0.004923304,-0.761514312,0.284951329,0.85685085,1
352,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
353,0.96247089,0.004013378,0.88031143,0.60514214,0.997993311,2.034113712,3.787682888,0.104182992,0.154317663,0.25,0.026151623,-0.761299557,0.626458477,0.88031143,1
354,0.981754612,0.001462905,0.912842551,0.583659875,0.999268548,2.0169279,3.876169034,0.056299762,0.082686293,0.25,0.011010699,-0.82595813,0.495490963,0.912842551,1
355,0.996064748,0.00049268,0.856896092,0.566810952,0.99975366,2.003448761,3.958916496,0.015353304,0.022642816,0.25,0.004244639,-0.763695392,0.265782852,0.856896092,1
356,0.977783857,0.001877934,0.907680725,0.588191184,0.999061033,2.020552947,3.856807792,0.066582053,0.097935532,0.25,0.013665058,-0.814633403,0.530492777,0.907680725,1
357,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
358,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
359,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
360,0.958343875,0.003552769,0.906790556,0.611089342,0.998223615,2.038871473,3.78433738,0.112305047,0.165574704,0.25,0.023584167,-0.802444256,0.651768898,0.906790556,1
361,0.956481463,0.004009784,0.89855026,0.612923032,0.997995108,2.040338426,3.774791954,0.116864466,0.172609569,0.25,0.026131803,-0.787765384,0.658957289,0.89855026,1
362,0.956503637,0.002897682,0.928640966,0.614333533,0.998551159,2.041466827,3.789544068,0.115012157,0.16882515,0.25,0.019827081,-0.839999674,0.664309574,0.928640966,1
363,0.974666113,0.001423825,0.940455836,0.592756289,0.999288087,2.024205031,3.853457547,0.073036869,0.106793755,0.25,0.010755144,-0.869065073,0.560871255,0.940455836,1
364,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
365,0.995644121,0.000484848,0.874757105,0.567348485,0.999757576,2.003878788,3.956119488,0.016704461,0.024584291,0.25,0.004184937,-0.787130339,0.279066887,0.874757105,1
366,0.974731031,0.002402114,0.894978656,0.591425454,0.998798943,2.023140364,3.840335107,0.074553191,0.109959632,0.25,0.016887351,-0.792069555,0.552445611,0.894978656,1
367,0.952064302,0.003116478,0.930480646,0.619851859,0.998441761,2.045881487,3.778627167,0.124401386,0.18258974,0.25,0.021096975,-0.84178795,0.683902965,0.930480646,1
368,0.992852016,0.000896057,0.856693419,0.570340502,0.999551971,2.006272401,3.933971868,0.025776891,0.038084251,0.25,0.007183744,-0.755438103,0.339422284,0.856693419,1
369,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
370,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
371,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
372,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
373,0.994645944,0.000670691,0.856806723,0.568368545,0.999664655,2.004694836,3.947424073,0.020072168,0.029628708,0.25,0.005571339,-0.759611918,0.301867468,0.856806723,1
374,0.962353078,0.003367519,0.901795109,0.606124675,0.998316241,2.03489974,3.795324622,0.103550301,0.152759025,0.25,0.022535077,-0.795962447,0.630868311,0.901795109,1
375,0.988909287,0.000968992,0.904274931,0.575218023,0.999515504,2.010174419,3.912504424,0.037047941,0.054417873,0.25,0.007692606,-0.819045838,0.410279146,0.904274931,1
376,0.950483173,0.00383693,0.916031022,0.620986544,0.998081535,2.046789235,3.766154471,0.128820997,0.189686344,0.25,0.025174721,-0.815185498,0.687687485,0.916031022,1
377,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
378,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
379,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
380,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
381,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
382,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,1
383,0.992606278,0.000618102,0.908780804,0.570998896,0.999690949,2.006799117,3.93598354,0.02613013,0.038315911,0.25,0.005184975,-0.830906877,0.350523312,0.908780804,1
